system:index,date,rainfall_mm,.geo
20150505040000,2015-05-05,9.89528773693826E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505043000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505050000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505053000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505060000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505063000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505070000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505073000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505080000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505083000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505090000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505093000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505100000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505103000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505110000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505113000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505120000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505123000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505130000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505133000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505140000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505143000,2015-05-05,0.007226876052418303,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505150000,2015-05-05,0.0036788831102494367,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505153000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505160000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505163000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505170000,2015-05-05,0.0064275739860784305,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505173000,2015-05-05,0.0053193716088514665,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505180000,2015-05-05,0.017731238035631425,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505183000,2015-05-05,0.009197207291920978,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505190000,2015-05-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505193000,2015-05-05,0.007732984162932081,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505200000,2015-05-05,0.007443280732600475,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505203000,2015-05-05,0.0029354275085591098,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505210000,2015-05-05,0.002012216317976124,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505213000,2015-05-05,0.004432809674042889,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505220000,2015-05-05,0.0013298428609291085,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505223000,2015-05-05,4.4328096740428884E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505230000,2015-05-05,0.002659685763141975,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505233000,2015-05-05,0.003989528624071084,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506000000,2015-05-06,0.0028813262468441194,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506003000,2015-05-06,8.865619348085777E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506010000,2015-05-06,8.865619348085777E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506013000,2015-05-06,0.004432809756610404,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506020000,2015-05-06,0.003417102910617258,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506023000,2015-05-06,0.004467713667070054,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506030000,2015-05-06,0.0032460731049482727,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506033000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506040000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506043000,2015-05-06,1.0820244086246422E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506050000,2015-05-06,5.462478062895371E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506053000,2015-05-06,0.011956369508233367,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506060000,2015-05-06,0.013513088579018178,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506063000,2015-05-06,0.013291448054032276,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506070000,2015-05-06,0.013068062328062232,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506073000,2015-05-06,0.0012076788560778265,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506080000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506083000,2015-05-06,0.02568760841928851,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506090000,2015-05-06,0.1245881307246017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506093000,2015-05-06,0.15999476214282435,"{""type"":""MultiPoint"",""coordinates"":[]}"
